imdb_title_id,imdb_name_id
tt0043379,nm0064235
tt0043379,nm0447016
tt0043618,nm0000057
tt0043618,nm0893584
tt0043618,nm0003110
tt0043618,nm0398123
tt0043915,nm0000026
tt0043915,nm0002022
tt0043915,nm0192958
tt0043915,nm0002025
tt0043949,nm0001791
tt0043949,nm0000039
tt0043949,nm0312890
tt0043949,nm0001811
tt0043983,nm0000001
tt0043983,nm0007225
tt0043983,nm0492444
tt0043983,nm0161468
tt0044030,nm0337113
tt0044030,nm0001257
tt0044030,nm0444476
tt0044030,nm0113873
tt0044079,nm0335048
tt0044079,nm0908153
tt0044079,nm0738746
tt0044079,nm0001991
tt0044207,nm0220566
tt0044207,nm0750640
tt0044207,nm0361048
tt0044207,nm0398466
tt0044509,nm0000044
tt0044509,nm0095804
tt0044509,nm0601930
tt0044509,nm0001395
tt0044706,nm0000011
tt0044706,nm0000038
tt0044706,nm0593775
tt0044706,nm0000978
tt0044741,nm0793766
tt0044741,nm0437520
tt0044741,nm0385443
tt0044741,nm0848984
tt0044744,nm0714878
tt0044744,nm0915077
tt0044744,nm0219221
tt0044744,nm0399648
tt0044837,nm0000122
tt0044837,nm0001954
tt0044837,nm0115558
tt0044837,nm0000036
tt0044916,nm0000026
tt0044916,nm0001677
tt0044916,nm0000054
tt0044916,nm0002013
tt0045012,nm0000075
tt0045012,nm0000031
tt0045012,nm0712731
tt0045012,nm0157893
tt0045125,nm0001289
tt0045125,nm0001463
tt0045125,nm0662223
tt0045125,nm0002072
tt0045152,nm0000037
tt0045152,nm0640307
tt0045152,nm0001666
tt0045152,nm0353405
tt0045274,nm0061472
tt0045274,nm0143686
tt0045274,nm0312902
tt0045274,nm0800837
tt0045591,nm0000013
tt0045591,nm0444476
tt0045591,nm0572885
tt0045591,nm0137023
tt0045591,nm0921879
tt0045793,nm0000044
tt0045793,nm0001050
tt0045793,nm0000039
tt0045793,nm0001656
tt0045810,nm0000066
tt0045810,nm0000054
tt0045810,nm0002013
tt0045810,nm0717256
tt0045826,nm0000248
tt0045826,nm0000509
tt0045826,nm0847939
tt0045826,nm0268350
tt0045888,nm0001637
tt0045888,nm0522481
tt0045888,nm0456533
tt0045888,nm0427700
tt0045891,nm0000054
tt0045891,nm0002107
tt0045891,nm0000002
tt0045891,nm0915536
tt0045897,nm0001050
tt0045897,nm0000879
tt0045897,nm0001500
tt0045897,nm0000731
tt0045920,nm0137999
tt0045920,nm0750640
tt0045920,nm0236866
tt0045920,nm0768178
tt0045963,nm0337113
tt0045963,nm0444476
tt0045963,nm0587900
tt0045963,nm0943978
tt0046183,nm0237985
tt0046183,nm0064607
tt0046183,nm0175788
tt0046183,nm0859892
tt0046187,nm0001847
tt0046187,nm0676492
tt0046187,nm0728812
tt0046187,nm0904531
tt0046250,nm0000060
tt0046250,nm0000030
tt0046250,nm0000734
tt0046250,nm0694403
tt0046303,nm0000042
tt0046303,nm0000795
tt0046303,nm0001336
tt0046303,nm0001121
tt0046359,nm0000034
tt0046359,nm0852279
tt0046359,nm0695937
tt0046359,nm0833865
tt0046414,nm0000007
tt0046414,nm0428354
tt0046414,nm0518178
tt0046414,nm0605923
tt0046435,nm0916067
tt0046435,nm0001766
tt0046435,nm0001822
tt0046435,nm0198241
tt0046672,nm0000018
tt0046672,nm0000051
tt0046672,nm0510134
tt0046672,nm0000048
tt0046912,nm0001537
tt0046912,nm0000038
tt0046912,nm0191950
tt0046912,nm0002369
tt0046963,nm0000034
tt0046963,nm0001766
tt0046963,nm0000742
tt0046963,nm0545298
tt0047296,nm0000008
tt0047296,nm0001500
tt0047296,nm0002011
tt0047296,nm0001768
tt0047396,nm0000071
tt0047396,nm0000038
tt0047396,nm0179819
tt0047396,nm0728812
tt0047437,nm0000007
tt0047437,nm0000030
tt0047437,nm0000034
tt0047437,nm0358899
tt0047472,nm0007225
tt0047472,nm0444476
tt0047472,nm0724143
tt0047472,nm0848560
tt0047542,nm0000069
tt0047542,nm0001330
tt0047542,nm0322299
tt0047542,nm0309607
tt0047573,nm0926235
tt0047573,nm0350324
tt0047573,nm0919730
tt0047573,nm0000790
tt0047577,nm0607504
tt0047577,nm0231409
tt0047577,nm0714155
tt0047577,nm0298282
tt0047673,nm0001078
tt0047673,nm0001414
tt0047673,nm0167041
tt0047673,nm0893584
tt0047677,nm0000008
tt0047677,nm0614500
tt0047677,nm0445290
tt0047677,nm0001511
tt0047811,nm0943837
tt0047811,nm0001369
tt0047811,nm0001547
tt0047811,nm0619261
tt0047834,nm0372649
tt0047834,nm0219062
tt0047849,nm0000075
tt0047849,nm0752813
tt0047849,nm0004282
tt0047849,nm0415591
tt0047885,nm0001229
tt0047885,nm0004282
tt0047885,nm0129894
tt0047885,nm0371135
tt0048028,nm0000015
tt0048028,nm0557339
tt0048028,nm0364915
tt0048028,nm0412322
tt0048140,nm0000008
tt0048140,nm0001739
tt0048140,nm0000069
tt0048140,nm0086176
tt0048254,nm0798826
tt0048254,nm0437325
tt0048254,nm0808600
tt0048254,nm0418911
tt0048261,nm0576127
tt0048261,nm0215260
tt0048261,nm0829717
tt0048261,nm0379621
tt0048280,nm0524853
tt0048280,nm0731333
tt0048280,nm0498007
tt0048280,nm0859892
tt0048308,nm0138987
tt0048308,nm0001811
tt0048308,nm0906932
tt0048308,nm0347541
tt0048316,nm0000034
tt0048316,nm0428354
tt0048316,nm0857147
tt0048316,nm0255695
tt0048356,nm0000308
tt0048356,nm0086198
tt0048356,nm0591034
tt0048356,nm0162557
tt0048380,nm0000020
tt0048380,nm0000010
tt0048380,nm0001635
tt0048380,nm0000493
tt0048445,nm0534286
tt0048445,nm0002108
tt0048445,nm0625383
tt0048445,nm0339307
tt0048491,nm0000034
tt0048491,nm0001571
tt0048491,nm0275897
tt0048491,nm0001782
tt0048545,nm0000015
tt0048545,nm0000081
tt0048545,nm0000543
tt0048545,nm0000822
tt0048696,nm0000730
tt0048696,nm0179408
tt0048696,nm0001991
tt0048696,nm0656980
tt0048728,nm0000026
tt0048728,nm0000038
tt0048728,nm0484829
tt0048728,nm0002369
tt0048801,nm0000007
tt0048801,nm0001811
tt0048801,nm0712731
tt0048801,nm0000910
tt0048960,nm0000057
tt0048960,nm0134594
tt0048960,nm0000511
tt0048960,nm0628579
tt0048992,nm0534972
tt0048992,nm0575756
tt0048992,nm0729032
tt0048992,nm0622956
tt0049169,nm0549280
tt0049169,nm0852599
tt0049169,nm0193321
tt0049169,nm0030194
tt0049223,nm0682074
